date,scenario,sf
2016-02-02,control,2.018409500583333
2016-02-02,irrigation,2.863736259222222
2016-02-02,irrigation stop,2.56696706425
2016-02-03,control,0.9720254231666667
2016-02-03,irrigation,1.433939194111111
2016-02-03,irrigation stop,0.5676230556666667
2016-02-04,control,0.76705795025
2016-02-04,irrigation,3.401301433888889
2016-02-04,irrigation stop,1.3426502975
2016-02-05,control,0.39651088933333334
2016-02-05,irrigation,0.6062034927777777
2016-02-05,irrigation stop,0.7547871133333334
2016-02-06,control,2.3564603456666666
2016-02-06,irrigation,5.647389601555555
2016-02-06,irrigation stop,3.4236583656666673
2016-02-07,control,2.76196020575
2016-02-07,irrigation,3.5711145953333334
2016-02-07,irrigation stop,5.080990144333333
2016-02-08,control,1.03422993475
2016-02-08,irrigation,1.5946283877222223
2016-02-08,irrigation stop,0.9916422049166667
2016-02-09,control,1.38644878
2016-02-09,irrigation,2.673892751277778
2016-02-09,irrigation stop,2.5931672280833333
2016-02-10,control,1.1002489986666668
2016-02-10,irrigation,5.228089032833333
2016-02-10,irrigation stop,1.5597801716666666
2016-02-11,control,1.1457506285
2016-02-11,irrigation,1.696213939666667
2016-02-11,irrigation stop,1.024331184
2016-02-12,control,0.51191610825
2016-02-12,irrigation,0.40414781922222226
2016-02-12,irrigation stop,0.6456347096666667
2016-02-13,control,0.9596244418333334
2016-02-13,irrigation,1.2710441605
2016-02-13,irrigation stop,0.37793935825
2016-02-14,control,0.95106596175
2016-02-14,irrigation,1.8399156904444445
2016-02-14,irrigation stop,0.6153559220833333
2016-02-15,control,0.7239837123333333
2016-02-15,irrigation,2.0596437140555555
2016-02-15,irrigation stop,0.7516389988333333
2016-02-16,control,0.94345864175
2016-02-16,irrigation,2.544154994722222
2016-02-16,irrigation stop,0.8072797597499999
2016-02-17,control,0.8901015058333333
2016-02-17,irrigation,1.3581019818888889
2016-02-17,irrigation stop,0.7357058011666667
2016-02-18,control,1.269398649
2016-02-18,irrigation,2.6326349728333334
2016-02-18,irrigation stop,0.8639175361666667
2016-02-19,control,0.5315555441666667
2016-02-19,irrigation,3.927139718
2016-02-19,irrigation stop,2.0096434566666668
2016-02-20,control,2.7357285040833332
2016-02-20,irrigation,1.4133511465000002
2016-02-20,irrigation stop,0.815073966
2016-02-21,control,0.7084516669166667
2016-02-21,irrigation,2.2891993957777776
2016-02-21,irrigation stop,0.7792140795
2016-02-22,control,2.2954560795
2016-02-22,irrigation,4.545151206944444
2016-02-22,irrigation stop,3.8011477661666664
2016-02-23,control,3.082750600083333
2016-02-23,irrigation,5.840757022833333
2016-02-23,irrigation stop,4.237456141333333
2016-02-24,control,1.5139602994166665
2016-02-24,irrigation,2.6338076780555557
2016-02-24,irrigation stop,1.04144798025
2016-02-25,control,0.54397406025
2016-02-25,irrigation stop,1.0204770139166666
2016-02-26,control,4.913799232333334
2016-02-26,irrigation stop,7.764445436083333
2016-02-27,control,10.779154931416667
2016-02-27,irrigation,14.28312599511111
2016-02-27,irrigation stop,14.783398985833333
2016-02-28,control,3.667411249583333
2016-02-28,irrigation,5.046977452444445
2016-02-28,irrigation stop,4.79980170625
2016-02-29,control,0.7639601611666667
2016-02-29,irrigation,2.720824487
2016-02-29,irrigation stop,0.98287279775
2016-03-01,control,8.557677545833334
2016-03-01,irrigation,14.257111237277778
2016-03-01,irrigation stop,12.6484043875
2016-03-02,control,4.10271459775
2016-03-02,irrigation,6.489643328500001
2016-03-02,irrigation stop,5.773454416583333
2016-03-03,control,1.0733190175833334
2016-03-03,irrigation,4.520443993722222
2016-03-03,irrigation stop,0.36181674475
2016-03-04,control,5.775857090500001
2016-03-04,irrigation,10.654255767
2016-03-04,irrigation stop,9.168549500583334
2016-03-05,control,0.32638808333333336
2016-03-05,irrigation,1.6009572319444443
2016-03-05,irrigation stop,1.0221870315
2016-03-06,control,7.426696099999999
2016-03-06,irrigation,13.0707441405
2016-03-06,irrigation stop,9.519050645166667
2016-03-07,control,6.769723807749999
2016-03-07,irrigation,11.371590943222222
2016-03-07,irrigation stop,8.286782563500001
2016-03-08,control,4.740650314333333
2016-03-08,irrigation,9.832471101888888
2016-03-08,irrigation stop,6.630236689416667
2016-03-09,control,6.741615203333334
2016-03-09,irrigation,10.230143997222221
2016-03-09,irrigation stop,7.522463086166667
2016-03-10,control,9.317770283249999
2016-03-10,irrigation,12.184679883777777
2016-03-10,irrigation stop,9.31227133625
2016-03-11,control,10.0592618095
2016-03-11,irrigation,12.784543284888889
2016-03-11,irrigation stop,10.411090550916665
2016-03-12,control,10.480429641416666
2016-03-12,irrigation,13.766922082444445
2016-03-12,irrigation stop,11.161084943999999
2016-03-13,control,15.566158065833335
2016-03-13,irrigation,17.335532710555555
2016-03-13,irrigation stop,15.723613789333335
2016-03-14,control,14.087132123833332
2016-03-14,irrigation,16.043475238
2016-03-14,irrigation stop,13.799806922
2016-03-15,control,11.208268363333334
2016-03-15,irrigation,15.399662168055556
2016-03-15,irrigation stop,12.908421448166667
2016-03-16,control,14.265573907416666
2016-03-16,irrigation,18.074035687
2016-03-16,irrigation stop,16.579055646333334
2016-03-17,control,22.79804938066667
2016-03-17,irrigation,20.242260524888888
2016-03-17,irrigation stop,22.918683262000002
2016-03-18,control,21.49763552141667
2016-03-18,irrigation,19.5361832495
2016-03-18,irrigation stop,21.158933167166666
2016-03-19,control,23.005335391416665
2016-03-19,irrigation,20.882045846944443
2016-03-19,irrigation stop,23.736822248916667
2016-03-20,control,22.718712800916666
2016-03-20,irrigation,21.1663510325
2016-03-20,irrigation stop,25.120696286083334
2016-03-21,control,21.799848044249998
2016-03-21,irrigation,20.955408930222223
2016-03-21,irrigation stop,24.293932835333333
2016-03-22,control,19.9934499095
2016-03-22,irrigation,20.24218676022222
2016-03-22,irrigation stop,21.995321392083333
2016-03-23,control,17.664198467
2016-03-23,irrigation,19.845093020333334
2016-03-23,irrigation stop,21.516658416583333
2016-03-24,control,19.82429526125
2016-03-24,irrigation,20.90053403288889
2016-03-24,irrigation stop,22.490021351333333
2016-03-25,control,5.3157113485
2016-03-25,irrigation,8.929959570055555
2016-03-25,irrigation stop,8.774840414916667
2016-03-26,control,26.219624155583332
2016-03-26,irrigation,22.16692915466667
2016-03-26,irrigation stop,24.354356314166665
2016-03-27,control,12.472613108166666
2016-03-27,irrigation,14.182438433944444
2016-03-27,irrigation stop,14.06616094025
2016-03-28,control,16.421276337000002
2016-03-28,irrigation,17.612412100944443
2016-03-28,irrigation stop,17.27287097366667
2016-03-29,control,21.643254631083334
2016-03-29,irrigation,19.38746371022222
2016-03-29,irrigation stop,19.8939698665
2016-03-30,control,25.527595989833333
2016-03-30,irrigation,21.862573848777778
2016-03-30,irrigation stop,22.923606840166666
2016-03-31,control,25.3583453915
2016-03-31,irrigation,22.312406583555557
2016-03-31,irrigation stop,23.989510619500003
2016-04-01,control,23.973001425
2016-04-01,irrigation,21.45468618488889
2016-04-01,irrigation stop,23.175952511833334
2016-04-02,control,24.335203288916667
2016-04-02,irrigation,21.38875717138889
2016-04-02,irrigation stop,22.96659179675
2016-04-03,control,26.189439184083334
2016-04-03,irrigation,20.411081653500002
2016-04-03,irrigation stop,23.309418422083333
2016-04-04,control,26.491757257083336
2016-04-04,irrigation,22.22416587211111
2016-04-04,irrigation stop,23.231561416666665
2016-04-05,control,18.911137436833336
2016-04-05,irrigation,16.877072989666665
2016-04-05,irrigation stop,18.4997843405
2016-04-06,control,6.101369370833334
2016-04-06,irrigation,7.975892089388888
2016-04-06,irrigation stop,7.946852494083332
2016-04-07,control,24.8786477785
2016-04-07,irrigation,23.025234241222222
2016-04-07,irrigation stop,23.863273053249998
2016-04-08,control,10.199514044333334
2016-04-08,irrigation,11.753904769833333
2016-04-08,irrigation stop,13.217277743583335
2016-04-09,control,12.964909671333334
2016-04-09,irrigation,14.664567972055554
2016-04-09,irrigation stop,15.33598694825
2016-04-10,control,33.781965454083334
2016-04-10,irrigation,29.772141160944447
2016-04-10,irrigation stop,30.139649120416664
2016-04-11,control,34.2348399985
2016-04-11,irrigation,29.707808811777777
2016-04-11,irrigation stop,30.547740772916665
2016-04-12,control,33.25592420491667
2016-04-12,irrigation,28.133589789888887
2016-04-12,irrigation stop,28.59820605225
2016-04-13,control,15.269979948666666
2016-04-13,irrigation,14.467485184388888
2016-04-13,irrigation stop,15.810978245166666
2016-04-14,control,32.2544153685
2016-04-14,irrigation,27.115523664
2016-04-14,irrigation stop,27.167614862999997
2016-04-15,control,18.00351519191667
2016-04-15,irrigation,15.663628369888889
2016-04-15,irrigation stop,17.755671404666668
2016-04-16,control,26.3386640435
2016-04-16,irrigation,20.260882807333335
2016-04-16,irrigation stop,21.56541517433333
2016-04-17,control,7.107685216166667
2016-04-17,irrigation,6.116622599055555
2016-04-17,irrigation stop,7.206859668166667
2016-04-18,control,11.858762885916667
2016-04-18,irrigation,15.030165020777778
2016-04-18,irrigation stop,15.254573893666667
2016-04-19,control,37.05040794758333
2016-04-19,irrigation,30.44991884338889
2016-04-19,irrigation stop,31.89460136425
2016-04-20,control,37.2953062905
2016-04-20,irrigation,28.682286714277776
2016-04-20,irrigation stop,31.651604438666666
2016-04-21,control,34.693572468333336
2016-04-21,irrigation,25.52665864638889
2016-04-21,irrigation stop,28.944271290083336
2016-04-22,control,25.1029739715
2016-04-22,irrigation,18.74738664527778
2016-04-22,irrigation stop,21.14063658325
2016-04-23,control,14.286691503499998
2016-04-23,irrigation,13.452900202444445
2016-04-23,irrigation stop,14.204219014333333
2016-04-24,control,25.118147219833332
2016-04-24,irrigation,22.651977782555555
2016-04-24,irrigation stop,24.46211607075
2016-04-25,control,25.232837877999998
2016-04-25,irrigation,21.72748023477778
2016-04-25,irrigation stop,24.886624505500002
2016-04-26,control,31.778952990249998
2016-04-26,irrigation,24.865292613055555
2016-04-26,irrigation stop,27.148959299
2016-04-27,control,28.919235509666667
2016-04-27,irrigation,25.178044186222223
2016-04-27,irrigation stop,26.19185683408333
2016-04-28,control,29.894582197833333
2016-04-28,irrigation,25.68065840961111
2016-04-28,irrigation stop,26.03456154483333
2016-04-29,control,34.32568925225
2016-04-29,irrigation,27.024041613944444
2016-04-29,irrigation stop,29.009696293333334
2016-04-30,control,25.361009382250003
2016-04-30,irrigation,20.242603903277775
2016-04-30,irrigation stop,21.943506149416667
2016-05-01,control,10.947810130583333
2016-05-01,irrigation,13.810874481611112
2016-05-01,irrigation stop,12.991766379
2016-05-02,control,32.49199963066667
2016-05-02,irrigation,26.254632702722223
2016-05-02,irrigation stop,27.371276327833336
2016-05-03,control,24.470987200083332
2016-05-03,irrigation,20.63723628038889
2016-05-03,irrigation stop,21.806994343166668
2016-05-04,control,37.12427403291667
2016-05-04,irrigation,29.152579993444444
2016-05-04,irrigation stop,30.33879555391667
2016-05-05,control,38.76816274391666
2016-05-05,irrigation,27.57017381877778
2016-05-05,irrigation stop,31.356220075083336
2016-05-06,control,38.24928199316666
2016-05-06,irrigation,24.776771237944445
2016-05-06,irrigation stop,29.605864305833332
2016-05-07,control,32.974758117250005
2016-05-07,irrigation,22.072996706666668
2016-05-07,irrigation stop,25.263299997666664
2016-05-08,control,29.711174093583335
2016-05-08,irrigation,20.324559658444443
2016-05-08,irrigation stop,23.25030492666667
2016-05-09,control,27.415810655583336
2016-05-09,irrigation,17.473984124166666
2016-05-09,irrigation stop,22.13465484825
2016-05-10,control,34.616838786083335
2016-05-10,irrigation,20.16723571311111
2016-05-10,irrigation stop,26.050319307833334
2016-05-11,control,25.5014512085
2016-05-11,irrigation,15.899686202611111
2016-05-11,irrigation stop,18.988996166166665
2016-05-12,control,0.074014586500000007
2016-05-12,irrigation,0.22171591661111112
2016-05-12,irrigation stop,0.05818576016666666
2016-05-13,control,13.950356109
2016-05-13,irrigation,13.389285323833333
2016-05-13,irrigation stop,14.772144442000002
2016-05-14,control,23.54262788766667
2016-05-14,irrigation,19.926791568055556
2016-05-14,irrigation stop,19.886214127166667
2016-05-15,control,38.980892702999995
2016-05-15,irrigation,31.562809200722224
2016-05-15,irrigation stop,30.433912465
2016-05-16,control,36.044546953083334
2016-05-16,irrigation,29.61457025472222
2016-05-16,irrigation stop,28.287805413333334
2016-05-17,control,44.4661599145
2016-05-17,irrigation,33.52510472377778
2016-05-17,irrigation stop,33.92183386791667
2016-05-18,control,41.51958138533333
2016-05-18,irrigation,31.848247279611112
2016-05-18,irrigation stop,31.747947365999998
2016-05-19,control,24.342589149833334
2016-05-19,irrigation,21.429498752833332
2016-05-19,irrigation stop,22.916085170166667
2016-05-20,control,41.38394748341666
2016-05-20,irrigation,31.403532831944442
2016-05-20,irrigation stop,32.27269907633333
2016-05-21,control,44.617992294000004
2016-05-21,irrigation,29.568119784333334
2016-05-21,irrigation stop,34.173787929
2016-05-22,control,41.44415474675
2016-05-22,irrigation,26.27899251238889
2016-05-22,irrigation stop,30.793669107166664
2016-05-23,control,4.38683299275
2016-05-23,irrigation,5.265462681944444
2016-05-23,irrigation stop,2.23375780525
2016-05-24,control,29.686128162333333
2016-05-24,irrigation,26.2620903585
2016-05-24,irrigation stop,27.531861330250003
2016-05-25,control,34.4963695545
2016-05-25,irrigation,26.85481281822222
2016-05-25,irrigation stop,27.210392760666664
2016-05-26,control,38.186197760666666
2016-05-26,irrigation,28.642243259166666
2016-05-26,irrigation stop,28.751772705500002
2016-05-27,control,48.49521993875
2016-05-27,irrigation,32.79502136877778
2016-05-27,irrigation stop,34.021510200083334
2016-05-28,control,43.23175794775
2016-05-28,irrigation,28.534268240611112
2016-05-28,irrigation stop,31.3737246095
2016-05-29,control,1.3148242735
2016-05-29,irrigation,1.1049694092222222
2016-05-29,irrigation stop,1.1628753514166665
2016-05-30,control,32.40362069783333
2016-05-30,irrigation,27.2358576915
2016-05-30,irrigation stop,25.533788419166665
2016-05-31,control,39.035701993416666
2016-05-31,irrigation,33.142770898500004
2016-05-31,irrigation stop,31.095749842333333
2016-06-01,control,40.97104586708333
2016-06-01,irrigation,34.795538486611115
2016-06-01,irrigation stop,29.85776090775
2016-06-02,control,5.322934741
2016-06-02,irrigation,4.723668259777778
2016-06-02,irrigation stop,4.99863990775
2016-06-03,control,23.072788765333335
2016-06-03,irrigation,19.94580437661111
2016-06-03,irrigation stop,18.211537206916667
2016-06-04,control,37.389930080166664
2016-06-04,irrigation,32.79828382316667
2016-06-04,irrigation stop,27.939417620916668
2016-06-05,control,40.43860805008333
2016-06-05,irrigation,38.92020738888889
2016-06-05,irrigation stop,30.341731871666667
2016-06-06,irrigation,44.516887919333335
2016-06-06,irrigation stop,32.9602793425
2016-06-07,control,44.07130750033333
2016-06-07,irrigation,42.76724060777778
2016-06-07,irrigation stop,30.57802067225
2016-06-08,control,27.26970898633333
2016-06-08,irrigation,27.12058136227778
2016-06-08,irrigation stop,21.055819160333336
2016-06-09,control,32.643401144833334
2016-06-09,irrigation,33.143700322444445
2016-06-09,irrigation stop,24.92351019666667
2016-06-10,control,48.01734370258333
2016-06-10,irrigation,48.700045103111115
2016-06-10,irrigation stop,31.984845781750003
2016-06-11,control,18.290631994166667
2016-06-11,irrigation,17.057985937055555
2016-06-11,irrigation stop,14.147959574416667
2016-06-12,control,32.37007723475
2016-06-12,irrigation,32.43599495683333
2016-06-12,irrigation stop,22.662187549083335
2016-06-13,control,24.499934121416665
2016-06-13,irrigation,23.79198198638889
2016-06-13,irrigation stop,25.50570421733333
2016-06-14,control,32.573081409333334
2016-06-14,irrigation,32.377269738555555
